Id,age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,number_of_previous_late_payments_up_to_59_days,number_of_previous_late_payments_up_to_89_days,number_of_previous_late_payments_90_days_or_more,defaulted_on_loan
31450,39.0,3.0,16250.0,10.0,4.0,0.419481878,0.14809070800000002,0.0,0.0,0.0,0
31451,,1.0,6600.0,8.0,1.0,0.297227693,"0,01723605",0.0,0.0,,0
31452,38.0,0.0,4500.0,7.0,0.0,0.184847812,"0,21166590000000002",0.0,0.0,0.0,0
31453,67.0,0.0,2450.0,,0.0,0.000815993,0.0,0.0,0.0,,0
31454,79.0,1.0,5000.0,11.0,0.0,0.110977804,0.026333807,0.0,0.0,0.0,0
31455,29.0,0.0,1860.0,3.0,0.0,0.30628694300000003,,1.0,0.0,1.0,0
31456,73.0,1.0,1832.0,10.0,0.0,1.050736498,1.100945972,0.0,0.0,1.0,0
31457,68.0,0.0,4166.0,13.0,2.0,0.38012959,0.038711955,0.0,0.0,0.0,0
31458,,,5771.0,17.0,1.0,0.313409563,0.199729181,0.0,0.0,0.0,0
31459,50.0,0.0,8629.0,,2.0,0.137891078,0.04291659900000001,1.0,0.0,0.0,0
31460,37.0,1.0,,,2.0,0.502399774,"0,000599983",0.0,0.0,0.0,0
31461,40.0,0.0,7166.0,5.0,2.0,0.295800195,0.017419694,0.0,0.0,0.0,0
31462,71.0,0.0,2000.0,9.0,1.0,0.802598701,0.122910684,0.0,0.0,,0
31463,67.0,1.0,5000.0,15.0,0.0,0.093181364,,0.0,0.0,0.0,0
31464,45.0,4.0,,13.0,1.0,0.223155369,,0.0,0.0,0.0,0
31465,30.0,0.0,3250.0,6.0,0.0,0.097508459,"0,986168972",0.0,0.0,0.0,0
31466,38.0,1.0,6146.0,6.0,2.0,0.211159915,0.032855265,0.0,0.0,0.0,0
31467,72.0,1.0,11000.0,12.0,1.0,,0.028240624,0.0,0.0,0.0,0
31468,47.0,0.0,6400.0,9.0,2.0,0.42727698799999997,"0,342368389",2.0,0.0,2.0,1
31469,45.0,2.0,13750.0,6.0,2.0,,0.16123343199999998,,0.0,0.0,0
31470,62.0,0.0,4688.0,9.0,0.0,0.070377479,0.00952089,0.0,0.0,0.0,0
31471,44.0,3.0,7475.0,24.0,2.0,0.51070091,0.5878586920000001,0.0,0.0,0.0,0
31472,46.0,0.0,8500.0,9.0,1.0,,0.306518401,2.0,0.0,0.0,0
31473,,0.0,4888.0,5.0,0.0,0.12436081,0.198411913,0.0,0.0,0.0,0
31474,66.0,0.0,,16.0,0.0,0.094403324,0.018858438999999998,,0.0,0.0,0
31475,59.0,0.0,2500.0,14.0,0.0,0.055977609000000005,,0.0,0.0,0.0,0
31476,81.0,0.0,10500.0,1.0,0.0,0.0,0.9999998999999999,0.0,0.0,0.0,0
31477,57.0,0.0,0.0,3.0,0.0,155.0,0.07810331200000001,0.0,0.0,0.0,0
31478,61.0,0.0,2900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31479,43.0,0.0,,1.0,1.0,0.6897445390000001,"0,9999998999999999",0.0,0.0,0.0,0
31480,64.0,0.0,11000.0,4.0,0.0,0.001272612,0.017369726999999998,0.0,0.0,0.0,0
31481,68.0,0.0,5996.0,12.0,1.0,0.07870602,"0,036906265",,0.0,0.0,0
31482,40.0,2.0,3800.0,20.0,1.0,4.301499605,0.11284970400000001,2.0,0.0,0.0,0
31483,53.0,1.0,10675.0,11.0,2.0,0.20794305,0.003289807,0.0,0.0,0.0,0
31484,45.0,2.0,7509.0,13.0,0.0,0.360719041,0.7629802729999999,0.0,0.0,0.0,0
31485,46.0,0.0,10000.0,6.0,2.0,0.319168083,0.028284906000000002,0.0,0.0,0.0,0
31486,42.0,0.0,1.0,6.0,0.0,350.5,0.22469927399999998,0.0,0.0,0.0,0
31487,51.0,0.0,5583.0,8.0,1.0,0.9468123209999999,0.031512013,0.0,0.0,0.0,0
31488,41.0,1.0,9583.0,13.0,2.0,0.350271285,0.202042107,0.0,0.0,0.0,0
31489,40.0,1.0,5699.0,6.0,0.0,0.262280702,0.49825008,0.0,0.0,0.0,0
31490,47.0,,3333.0,4.0,0.0,0.0,"0,0",0.0,0.0,,0
31491,41.0,0.0,9500.0,15.0,2.0,0.35638353899999997,"0,016231126999999998",1.0,0.0,0.0,0
31492,65.0,1.0,2303.0,7.0,1.0,0.31206597199999997,"0,028483142000000003",0.0,0.0,0.0,0
31493,,1.0,4515.0,11.0,2.0,0.640832595,0.32695125199999997,0.0,0.0,0.0,0
31494,23.0,0.0,,2.0,0.0,0.163215591,0.0,0.0,0.0,0.0,0
31495,42.0,3.0,8000.0,4.0,0.0,0.175853018,0.7870177490000001,0.0,1.0,0.0,1
31496,41.0,0.0,2000.0,14.0,1.0,1.3708145930000002,0.022195724,0.0,0.0,0.0,0
31497,62.0,0.0,3500.0,5.0,2.0,0.573550414,0.384446412,0.0,0.0,0.0,0
31498,30.0,0.0,550.0,,0.0,,"0,6952609479999999",0.0,,0.0,0
31499,28.0,0.0,2500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31500,26.0,0.0,2083.0,2.0,0.0,0.10316698699999999,0.048694685999999994,0.0,0.0,,0
31501,23.0,0.0,790.0,2.0,0.0,0.302149178,"0,9999998999999999",0.0,0.0,0.0,0
31502,63.0,0.0,7050.0,8.0,1.0,0.119415686,0.11361788800000001,0.0,0.0,0.0,0
31503,81.0,0.0,3800.0,12.0,0.0,0.35148645100000003,0.282370636,0.0,0.0,0.0,0
31504,53.0,0.0,2750.0,7.0,1.0,0.784078517,0.5240129570000001,0.0,0.0,0.0,0
31505,,0.0,7216.0,12.0,1.0,0.370791187,0.096589866,1.0,0.0,0.0,0
31506,,3.0,7195.0,22.0,2.0,0.815453029,0.6280554429999999,0.0,0.0,0.0,0
31507,49.0,2.0,7900.0,11.0,1.0,0.466396659,0.38021563,0.0,0.0,0.0,0
31508,,1.0,11083.0,,1.0,0.33561891,0.856311939,0.0,0.0,0.0,0
31509,68.0,0.0,8800.0,16.0,2.0,0.32564481300000003,0.073294753,0.0,0.0,0.0,0
31510,43.0,2.0,11340.0,11.0,1.0,0.44519883600000004,0.73855302,0.0,0.0,0.0,0
31511,50.0,2.0,6833.0,11.0,2.0,0.6289142520000001,0.008012131,1.0,0.0,0.0,0
31512,77.0,0.0,1900.0,9.0,0.0,,,0.0,0.0,0.0,0
31513,48.0,2.0,,10.0,2.0,,0.105212043,1.0,0.0,0.0,1
31514,42.0,2.0,3309.0,3.0,0.0,0.20120845899999998,"0,39610737700000004",0.0,0.0,0.0,0
31515,48.0,3.0,5050.0,17.0,3.0,0.921599683,0.46702264299999996,1.0,0.0,0.0,1
31516,23.0,1.0,4125.0,4.0,0.0,0.155598643,0.83278745,0.0,0.0,0.0,0
31517,76.0,0.0,3880.0,10.0,1.0,0.249935584,0.005737638000000001,0.0,,0.0,0
31518,68.0,0.0,851.0,9.0,0.0,0.082159624,0.027206985,0.0,0.0,0.0,0
31519,89.0,0.0,1916.0,,0.0,0.007303078,0.006922981999999999,0.0,0.0,0.0,0
31520,60.0,1.0,9041.0,7.0,1.0,0.175956647,0.097159451,0.0,0.0,0.0,0
31521,47.0,1.0,3760.0,11.0,1.0,0.236373305,0.058798977,1.0,0.0,0.0,0
31522,53.0,2.0,1800.0,15.0,0.0,0.135480289,0.013974128999999998,0.0,0.0,0.0,0
31523,58.0,2.0,,12.0,1.0,0.231380592,0.47802363,1.0,0.0,0.0,0
31524,65.0,0.0,2421.0,6.0,1.0,1.227910818,0.918569381,0.0,0.0,0.0,0
31525,,2.0,0.0,11.0,1.0,2847.0,0.49164245799999995,0.0,,0.0,0
31526,42.0,0.0,10100.0,,0.0,0.115731116,0.028268432000000003,0.0,1.0,0.0,0
31527,68.0,1.0,62500.0,1.0,0.0,0.006575895,0.9999998999999999,0.0,0.0,0.0,0
31528,43.0,1.0,5200.0,2.0,0.0,0.098250336,0.9999998999999999,0.0,1.0,0.0,1
31529,56.0,4.0,7776.0,3.0,1.0,0.195833869,0.9999998999999999,0.0,0.0,0.0,0
31530,35.0,0.0,2395.0,4.0,0.0,0.06427379,0.014192575,0.0,0.0,0.0,0
31531,63.0,0.0,,10.0,1.0,0.217857143,1.158676152,0.0,1.0,1.0,0
31532,57.0,2.0,11175.0,17.0,7.0,0.474498926,0.071002411,1.0,0.0,0.0,0
31533,72.0,0.0,3000.0,5.0,0.0,0.008997001,0.028283187,0.0,0.0,0.0,0
31534,51.0,0.0,2500.0,3.0,0.0,0.007197121,0.024719011000000003,0.0,0.0,0.0,0
31535,55.0,0.0,2200.0,7.0,0.0,0.419354839,0.540972266,0.0,0.0,0.0,0
31536,39.0,0.0,6700.0,10.0,2.0,0.346515445,"0,48753785200000005",0.0,0.0,0.0,0
31537,76.0,0.0,2500.0,6.0,1.0,0.379048381,0.22923513199999998,0.0,0.0,0.0,0
31538,63.0,1.0,9666.0,,1.0,0.179373125,0.050223465,0.0,0.0,0.0,0
31539,86.0,0.0,6851.0,14.0,1.0,0.250875657,0.00546312,0.0,0.0,0.0,0
31540,44.0,0.0,2983.0,3.0,,0.517091153,0.0,0.0,,0.0,0
31541,58.0,0.0,6666.0,16.0,2.0,0.726263687,0.9092874940000001,0.0,0.0,0.0,0
31542,35.0,0.0,2083.0,5.0,0.0,0.411228407,0.479800083,0.0,0.0,0.0,0
31543,55.0,2.0,,11.0,1.0,0.684239888,0.23148071,0.0,0.0,0.0,0
31544,53.0,1.0,4859.0,15.0,2.0,0.713580247,0.169833037,1.0,0.0,0.0,0
31545,36.0,1.0,6283.0,6.0,0.0,0.19987269300000002,0.711105943,0.0,0.0,0.0,0
31546,75.0,0.0,,3.0,0.0,0.004959207,0.019926777,0.0,0.0,0.0,0
31547,35.0,0.0,2530.0,7.0,0.0,0.306203082,0.9999998999999999,1.0,0.0,,1
31548,55.0,0.0,3166.0,5.0,2.0,0.45405746799999996,0.50329934,0.0,0.0,0.0,0
31549,39.0,3.0,3950.0,3.0,,0.06631232599999999,0.278944984,0.0,0.0,0.0,1
31550,57.0,0.0,1500.0,8.0,0.0,0.110592938,0.77017081,1.0,0.0,0.0,0
31551,55.0,0.0,6334.0,5.0,2.0,0.709392265,0.0,0.0,0.0,0.0,0
31552,34.0,,2748.0,8.0,1.0,0.628955984,0.07476947,0.0,0.0,,0
31553,66.0,0.0,1938.0,7.0,2.0,0.556988138,0.863210493,1.0,1.0,0.0,0
31554,57.0,1.0,5800.0,,2.0,,0.11729527599999999,0.0,0.0,0.0,0
31555,48.0,0.0,8166.0,13.0,1.0,0.282968042,0.001386496,0.0,0.0,0.0,0
31556,53.0,0.0,10000.0,20.0,1.0,0.8754124590000001,0.893569987,2.0,2.0,0.0,0
31557,46.0,0.0,7800.0,15.0,2.0,0.347904115,"0,404436788",0.0,0.0,0.0,0
31558,30.0,1.0,4300.0,2.0,0.0,0.131364799,0.947443588,0.0,0.0,0.0,0
31559,46.0,3.0,4869.0,,1.0,0.596714579,0.08493347,1.0,0.0,0.0,0
31560,71.0,0.0,,19.0,2.0,0.449105398,0.195826712,0.0,0.0,,0
31561,42.0,1.0,2800.0,18.0,,1.087825777,0.35458844700000003,0.0,0.0,0.0,0
31562,45.0,0.0,17314.0,12.0,4.0,0.579497545,0.9507844590000001,0.0,0.0,0.0,0
31563,52.0,0.0,9700.0,10.0,2.0,0.414081023,0.7424360409999999,0.0,0.0,0.0,0
31564,60.0,0.0,5000.0,4.0,1.0,0.269146171,0.120516499,0.0,0.0,0.0,0
31565,55.0,0.0,9000.0,3.0,0.0,0.009221198,0.071459706,0.0,0.0,0.0,0
31566,65.0,0.0,,16.0,,0.091548567,0.0035087359999999997,0.0,0.0,0.0,0
31567,51.0,4.0,47900.0,4.0,0.0,0.030730047000000003,0.321952787,0.0,0.0,3.0,0
31568,54.0,0.0,6250.0,9.0,1.0,0.689009758,,1.0,0.0,0.0,0
31569,42.0,,,8.0,0.0,0.09592145,0.112764017,0.0,0.0,0.0,0
31570,53.0,2.0,7700.0,3.0,1.0,0.281781587,0.023799048,0.0,0.0,0.0,0
31571,57.0,2.0,2315.0,10.0,1.0,0.47236614899999996,"0,0",0.0,0.0,0.0,0
31572,63.0,0.0,3607.0,2.0,0.0,0.006929047,0.004019898,0.0,0.0,0.0,0
31573,63.0,0.0,2400.0,3.0,0.0,0.023740108,0.369526095,0.0,0.0,0.0,0
31574,74.0,1.0,8833.0,4.0,0.0,0.009395516999999999,0.18292113899999998,0.0,0.0,0.0,0
31575,34.0,0.0,3500.0,8.0,1.0,0.507854899,0.669452849,0.0,0.0,,0
31576,52.0,4.0,16676.0,8.0,,0.191761108,0.537430838,0.0,1.0,0.0,0
31577,42.0,1.0,6500.0,6.0,1.0,0.30118443300000003,0.9999998999999999,3.0,0.0,0.0,1
31578,35.0,1.0,0.0,4.0,0.0,194.0,0.174481771,1.0,0.0,0.0,0
31579,76.0,,7000.0,10.0,3.0,,0.025241088999999998,0.0,0.0,0.0,0
31580,74.0,0.0,2100.0,10.0,2.0,0.7325083290000001,0.43202416899999996,0.0,0.0,0.0,0
31581,76.0,1.0,6500.0,7.0,,0.43485617600000004,0.065928649,1.0,0.0,0.0,0
31582,28.0,0.0,4000.0,7.0,0.0,0.20319920000000002,0.37341674799999997,0.0,0.0,0.0,0
31583,68.0,0.0,5314.0,10.0,2.0,0.997930386,0.7061586440000001,0.0,0.0,0.0,0
31584,61.0,0.0,5000.0,8.0,0.0,0.082783443,"0,313797824",0.0,1.0,0.0,0
31585,74.0,0.0,8500.0,8.0,2.0,0.30325844,0.141753501,0.0,0.0,0.0,0
31586,,1.0,16100.0,14.0,3.0,0.297683374,0.7188435009999999,0.0,0.0,0.0,0
31587,,0.0,4600.0,16.0,0.0,0.20625950899999998,"0,144522667",0.0,0.0,0.0,0
31588,34.0,0.0,11600.0,,0.0,0.056977847000000005,0.164691765,,0.0,0.0,0
31589,54.0,0.0,2946.0,2.0,0.0,0.045469969000000006,"0,15988754800000002",0.0,0.0,0.0,0
31590,,0.0,8800.0,14.0,1.0,0.303942734,0.8206108959999999,1.0,0.0,0.0,0
31591,63.0,0.0,,,0.0,0.012506723999999999,0.022440925,,0.0,0.0,0
31592,,0.0,7184.0,2.0,0.0,0.011134308,,0.0,0.0,0.0,0
31593,,1.0,17775.0,9.0,0.0,0.144183168,0.858220048,,0.0,0.0,0
31594,35.0,1.0,3700.0,5.0,1.0,0.33666576600000003,0.075802305,0.0,0.0,0.0,0
31595,87.0,0.0,3334.0,9.0,2.0,0.303748126,0.010364207,0.0,0.0,0.0,1
31596,,0.0,3000.0,2.0,,0.152949017,0.9736105559999999,1.0,1.0,0.0,0
31597,31.0,2.0,5348.0,7.0,2.0,0.8569826140000001,0.0,,0.0,0.0,0
31598,58.0,1.0,23333.0,9.0,2.0,0.20236564699999998,0.036903706,0.0,0.0,0.0,0
31599,45.0,0.0,,7.0,0.0,0.15494835099999998,0.8422795120000001,0.0,0.0,0.0,0
31600,,2.0,10550.0,16.0,2.0,0.253056582,0.072663139,0.0,0.0,0.0,0
31601,40.0,2.0,,11.0,4.0,0.574618782,0.19689750399999997,,0.0,0.0,0
31602,56.0,0.0,5201.0,9.0,1.0,0.332372165,0.100021951,1.0,0.0,0.0,0
31603,46.0,2.0,5640.0,16.0,1.0,0.421201915,0.083781617,0.0,0.0,0.0,0
31604,58.0,1.0,7666.0,7.0,3.0,,"0,0",0.0,0.0,0.0,0
31605,66.0,0.0,8833.0,,3.0,0.700362237,0.098241071,0.0,0.0,0.0,0
31606,52.0,2.0,5566.0,18.0,1.0,,0.8598770440000001,2.0,0.0,0.0,1
31607,49.0,2.0,7660.0,21.0,0.0,0.052995692000000004,,0.0,0.0,0.0,0
31608,74.0,0.0,6000.0,11.0,0.0,0.011998,0.100832601,0.0,0.0,0.0,0
31609,54.0,0.0,12024.0,9.0,2.0,0.297214137,0.13958447,0.0,,0.0,0
31610,57.0,0.0,5000.0,3.0,0.0,0.0,"0,0",0.0,0.0,0.0,0
31611,37.0,3.0,25000.0,7.0,1.0,0.143234271,"0,074654359",0.0,0.0,0.0,0
31612,64.0,0.0,3625.0,7.0,0.0,0.104798676,0.078497383,0.0,0.0,0.0,0
31613,28.0,0.0,6600.0,,0.0,0.15164369,0.967690325,0.0,0.0,0.0,0
31614,,1.0,6031.0,15.0,2.0,0.36372679,0.393811455,0.0,0.0,0.0,0
31615,74.0,0.0,,10.0,1.0,0.240872595,0.045517179000000005,0.0,0.0,,0
31616,27.0,1.0,4500.0,10.0,0.0,0.21972894899999998,"0,888058723",0.0,0.0,0.0,0
31617,45.0,2.0,10750.0,7.0,2.0,0.537345363,0.9468075579999999,0.0,0.0,0.0,0
31618,26.0,1.0,4200.0,6.0,0.0,0.130921209,0.38768718799999996,2.0,1.0,0.0,0
31619,50.0,0.0,3417.0,4.0,1.0,0.8431831479999999,0.20105451300000002,0.0,0.0,0.0,0
31620,53.0,1.0,3380.0,9.0,0.0,0.609878734,0.120490271,0.0,0.0,0.0,1
31621,,0.0,4001.0,,6.0,1.958270865,0.342747312,0.0,0.0,0.0,0
31622,39.0,0.0,5308.0,4.0,0.0,0.140892824,,0.0,0.0,0.0,1
31623,65.0,0.0,3000.0,,1.0,0.39086971,,0.0,0.0,0.0,0
31624,53.0,3.0,10800.0,8.0,1.0,0.21803536699999998,0.279665088,0.0,0.0,0.0,0
31625,53.0,2.0,7500.0,,1.0,0.6553792829999999,0.823083109,0.0,0.0,0.0,0
31626,33.0,3.0,7200.0,5.0,0.0,0.079850021,0.08290383700000001,1.0,,0.0,0
31627,74.0,0.0,4250.0,13.0,1.0,0.419195483,0.010196387,0.0,0.0,0.0,0
31628,64.0,1.0,7310.0,7.0,,0.313363425,0.77700892,0.0,0.0,0.0,0
31629,32.0,0.0,2100.0,,0.0,0.024274155,0.009460811,0.0,0.0,,0
31630,,0.0,3100.0,17.0,2.0,2.1457594319999997,0.915041867,0.0,0.0,0.0,0
31631,67.0,0.0,2100.0,8.0,2.0,1.206092337,0.103777152,0.0,0.0,0.0,0
31632,58.0,3.0,8916.0,4.0,0.0,0.005831558000000001,0.04364890900000001,0.0,0.0,0.0,0
31633,43.0,1.0,5000.0,10.0,1.0,0.706658668,0.155197225,1.0,0.0,0.0,0
31634,36.0,0.0,9583.0,12.0,2.0,0.46765442399999996,0.007694464,0.0,0.0,0.0,0
31635,57.0,,,5.0,2.0,0.27926766399999997,0.9999998999999999,3.0,2.0,2.0,1
31636,73.0,1.0,5000.0,15.0,0.0,0.537692462,,0.0,1.0,0.0,0
31637,42.0,2.0,3049.0,2.0,0.0,0.044590164,,,0.0,0.0,0
31638,55.0,0.0,2400.0,6.0,0.0,0.12328196599999999,0.101258822,0.0,0.0,0.0,0
31639,38.0,2.0,0.0,3.0,1.0,1795.0,"0,9999998999999999",0.0,0.0,0.0,0
31640,49.0,0.0,5250.0,,1.0,0.346219768,0.0,2.0,0.0,,0
31641,59.0,0.0,8500.0,8.0,1.0,0.219033055,0.049811532,0.0,0.0,0.0,0
31642,75.0,0.0,4950.0,8.0,1.0,0.40597859,0.23923474100000003,0.0,0.0,0.0,0
31643,37.0,,4672.0,8.0,1.0,0.418574791,0.7410298909999999,1.0,0.0,0.0,0
31644,68.0,0.0,1729.0,4.0,0.0,0.535260116,0.299261152,0.0,0.0,0.0,0
31645,35.0,1.0,7083.0,3.0,1.0,0.371541502,,0.0,0.0,0.0,0
31646,35.0,3.0,3200.0,4.0,1.0,0.294907841,0.459108178,0.0,,0.0,0
31647,32.0,,,3.0,1.0,,,1.0,0.0,0.0,0
31648,39.0,0.0,1000.0,,0.0,2.232767233,0.09425957800000001,0.0,,0.0,0
31649,28.0,0.0,,6.0,0.0,0.991440799,"0,0",0.0,0.0,0.0,0
31650,66.0,0.0,4968.0,8.0,2.0,0.336486215,0.064882845,0.0,0.0,0.0,0
31651,61.0,1.0,3500.0,7.0,1.0,,0.38079630700000006,0.0,0.0,0.0,0
31652,52.0,0.0,11111.0,9.0,0.0,0.13039956800000002,0.566035086,0.0,0.0,0.0,0
31653,64.0,0.0,8708.0,4.0,0.0,0.007004248,0.03521174,0.0,,0.0,0
31654,,0.0,6333.0,5.0,2.0,1.24076413,0.004359826,0.0,0.0,0.0,0
31655,35.0,2.0,2600.0,3.0,0.0,0.336024606,0.765808548,0.0,1.0,3.0,1
31656,39.0,2.0,2255.0,3.0,0.0,0.582003546,0.587068822,0.0,,0.0,0
31657,58.0,0.0,6596.0,13.0,1.0,0.481430953,0.295302051,0.0,,0.0,0
31658,57.0,0.0,10430.0,11.0,3.0,0.391716997,0.0,2.0,0.0,0.0,0
31659,47.0,0.0,2184.0,5.0,1.0,0.656750572,0.870225955,0.0,0.0,,0
31660,37.0,2.0,5475.0,8.0,0.0,0.239956172,0.984413293,4.0,1.0,1.0,0
31661,53.0,3.0,,14.0,2.0,0.36645292399999996,0.903495468,0.0,0.0,0.0,0
31662,62.0,0.0,,8.0,1.0,0.265237562,0.041083367,0.0,0.0,0.0,0
31663,49.0,2.0,5830.0,16.0,1.0,0.239067055,0.026302917999999998,1.0,0.0,0.0,0
31664,36.0,2.0,5900.0,8.0,1.0,0.35078800200000004,0.317421709,0.0,0.0,0.0,0
31665,32.0,0.0,5300.0,11.0,0.0,0.37143935100000003,1.026986094,0.0,0.0,0.0,0
31666,,2.0,,5.0,1.0,0.544166667,,2.0,,2.0,0
31667,28.0,0.0,,10.0,2.0,0.32537976,0.66736391,0.0,0.0,0.0,0
31668,50.0,0.0,15000.0,11.0,0.0,0.059129390999999996,0.246941495,0.0,1.0,0.0,1
31669,29.0,0.0,4076.0,0.0,0.0,0.001962227,,0.0,0.0,,0
31670,51.0,,5833.0,9.0,2.0,0.7675694209999999,0.0,0.0,1.0,0.0,0
31671,41.0,0.0,5000.0,4.0,1.0,0.379924015,0.814860033,0.0,0.0,,0
31672,32.0,1.0,8500.0,15.0,1.0,0.245971062,0.079194526,0.0,0.0,0.0,0
31673,59.0,1.0,7416.0,,1.0,0.231360388,,1.0,0.0,0.0,0
31674,48.0,0.0,1600.0,2.0,0.0,0.012492192,0.034298285,0.0,0.0,0.0,0
31675,63.0,1.0,10000.0,4.0,2.0,0.079692031,0.06358801900000001,0.0,0.0,,0
31676,63.0,,,34.0,0.0,0.148954405,0.08527461900000001,0.0,0.0,0.0,0
31677,64.0,2.0,,8.0,3.0,0.18857862399999997,0.092678879,0.0,0.0,0.0,0
31678,37.0,1.0,5341.0,6.0,0.0,0.14020965900000001,"0,825182383",0.0,0.0,0.0,1
31679,,0.0,4206.0,6.0,1.0,0.22842880899999998,0.010743358,0.0,0.0,0.0,0
31680,24.0,0.0,3333.0,4.0,0.0,0.160767846,"0,24877832100000002",0.0,0.0,0.0,0
31681,38.0,2.0,4492.0,,1.0,0.395949254,0.535590175,1.0,0.0,0.0,0
31682,46.0,0.0,,8.0,3.0,0.335566443,0.007363709,0.0,0.0,0.0,0
31683,80.0,,,3.0,0.0,0.005817711999999999,0.022649434,0.0,0.0,0.0,0
31684,63.0,0.0,3500.0,15.0,1.0,0.23336189699999998,0.042479174,0.0,0.0,0.0,0
31685,52.0,1.0,3924.0,6.0,1.0,0.548789809,0.09924804,0.0,0.0,0.0,0
31686,70.0,0.0,5000.0,14.0,0.0,0.105178964,0.040754969,0.0,0.0,,0
31687,42.0,2.0,5400.0,3.0,1.0,0.224032587,0.0,0.0,0.0,0.0,0
31688,54.0,0.0,13750.0,11.0,0.0,0.037306378,0.083558124,0.0,0.0,0.0,0
31689,31.0,0.0,5414.0,7.0,2.0,0.493998153,0.44576550200000004,0.0,0.0,,0
31690,61.0,2.0,4166.0,11.0,2.0,0.475161987,0.0,0.0,0.0,0.0,0
31691,44.0,,7500.0,8.0,2.0,0.286095187,"0,17749642100000002",0.0,0.0,0.0,0
31692,22.0,0.0,1500.0,4.0,0.0,0.212524983,0.9093315679999999,0.0,0.0,0.0,1
31693,29.0,1.0,8000.0,,2.0,,,0.0,0.0,0.0,0
31694,41.0,5.0,,12.0,4.0,0.40482822700000004,0.5232568710000001,0.0,0.0,0.0,0
31695,63.0,0.0,1200.0,11.0,1.0,0.787676936,0.14116273099999999,0.0,0.0,0.0,0
31696,74.0,1.0,3695.0,14.0,1.0,0.5405844160000001,0.45703268700000005,0.0,0.0,0.0,0
31697,61.0,0.0,2608.0,5.0,,,"0,0",0.0,0.0,0.0,0
31698,63.0,0.0,5416.0,10.0,,0.262876131,1.889214771,0.0,0.0,0.0,0
31699,,3.0,1300.0,5.0,0.0,0.44196771700000004,0.928143713,0.0,0.0,0.0,0
31700,46.0,0.0,3880.0,13.0,1.0,0.601133728,0.702419839,0.0,,0.0,0
31701,48.0,0.0,4380.0,18.0,1.0,0.7820132390000001,0.06715899,,0.0,0.0,1
31702,29.0,0.0,5000.0,0.0,0.0,0.0,0.9999998999999999,0.0,0.0,0.0,0
31703,38.0,2.0,1760.0,6.0,0.0,0.825099375,1.043994501,0.0,0.0,0.0,1
31704,,3.0,11466.0,8.0,3.0,0.340280806,0.111020408,0.0,0.0,0.0,0
31705,50.0,,7713.0,1.0,0.0,0.0,0.9999998999999999,2.0,1.0,2.0,0
31706,52.0,0.0,12114.0,15.0,2.0,0.735947173,0.844240949,1.0,0.0,0.0,0
31707,49.0,0.0,,,2.0,0.506503849,0.323871845,0.0,0.0,,0
31708,48.0,4.0,3550.0,22.0,5.0,1.20754717,0.160221972,0.0,0.0,1.0,0
31709,44.0,1.0,15000.0,6.0,2.0,,0.000599991,0.0,0.0,0.0,0
31710,53.0,0.0,0.0,20.0,1.0,2395.0,0.302361239,0.0,0.0,0.0,0
31711,86.0,0.0,3000.0,4.0,0.0,0.000666445,0.002426602,0.0,0.0,0.0,0
31712,,4.0,5470.0,7.0,0.0,0.13452750900000002,0.998132974,0.0,,0.0,0
31713,61.0,1.0,4559.0,2.0,1.0,0.737719298,0.013047985,0.0,0.0,0.0,0
31714,41.0,2.0,8500.0,6.0,,0.077520292,"0,162929593",0.0,0.0,0.0,0
31715,48.0,3.0,12500.0,10.0,1.0,0.33605311600000004,0.746257285,0.0,0.0,0.0,0
31716,63.0,0.0,3700.0,10.0,1.0,0.375033775,0.02551859,0.0,0.0,0.0,0
31717,51.0,0.0,1400.0,7.0,0.0,0.048536759000000006,"0,132678133",0.0,0.0,0.0,0
31718,82.0,0.0,4775.0,6.0,2.0,0.333333333,0.00659978,0.0,0.0,0.0,0
31719,82.0,0.0,4116.0,6.0,0.0,0.004615011,"0,020873731",0.0,,0.0,0
31720,34.0,0.0,2375.0,5.0,0.0,0.177188552,,0.0,0.0,0.0,0
31721,50.0,,14896.0,4.0,,0.107202793,"0,41218741799999997",0.0,0.0,0.0,0
31722,36.0,1.0,2506.0,2.0,0.0,0.015157559,0.988011988,0.0,1.0,0.0,0
31723,64.0,0.0,10916.0,4.0,1.0,0.159109646,0.21108944600000001,0.0,0.0,0.0,0
31724,22.0,0.0,450.0,1.0,0.0,0.002217295,0.08987161199999999,0.0,0.0,0.0,1
31725,44.0,2.0,20000.0,5.0,1.0,0.120843958,0.079124123,0.0,0.0,0.0,0
31726,23.0,0.0,550.0,1.0,,1.136116152,0.9999998999999999,0.0,0.0,0.0,0
31727,57.0,7.0,4500.0,8.0,,0.285047767,0.083663568,0.0,0.0,0.0,0
31728,80.0,0.0,4583.0,,0.0,0.176483421,0.167422004,0.0,0.0,0.0,0
31729,31.0,0.0,6000.0,9.0,1.0,0.390601566,0.749571257,,0.0,0.0,0
31730,68.0,1.0,2500.0,7.0,2.0,1.3898440619999999,0.6625301229999999,0.0,0.0,0.0,0
31731,49.0,2.0,3540.0,,,0.378424174,0.496398853,0.0,0.0,0.0,0
